Rank,Symbol,Company Name,"Average market capitalisation from July  01, 2024 to December 31, 2024 (Rs. In lakhs)"
1113,JPASSOCIAT,JAIPRAKASH ASSOCIATES LIMITED,"189,908.19"
1114,GMBREW,GM BREWERIES LIMITED,"189,818.41"
1115,UDAICEMENT,UDAIPUR CEMENT WORKS LIMITED,"189,411.91"
1116,WEL,WONDER ELECTRICALS LIMITED,"189,317.62"
1117,STERTOOLS,STERLING TOOLS LIMITED,"188,874.94"
1118,WHEELS,WHEELS INDIA LIMITED,"188,708.47"
1119,RAMASTEEL,RAMA STEEL TUBES LIMITED,"188,616.10"
1120,ROSSTECH,ROSSELL TECHSYS LIMITED,"187,163.00"
1121,BSHSL,BOMBAY SUPER HYBRID SEEDS LIMITED,"186,314.23"
1122,RELTD,RAVINDRA ENERGY LIMITED,"186,293.09"
1123,GPTINFRA,GPT INFRAPROJECTS LIMITED,"186,167.25"
1124,SIRCA,SIRCA PAINTS INDIA LIMITED,"185,732.23"
1125,GKWLIMITED,GKW LIMITED,"185,729.31"
1126,CAMLINFINE,CAMLIN FINE SCIENCES LIMITED,"185,538.45"
1127,IGPL,IG PETROCHEMICALS LIMITED,"184,976.11"
1128,DANISH,DANISH POWER LIMITED,"184,756.30"
1129,SALZERELEC,SALZER ELECTRONICS LIMITED,"184,733.81"
1130,GRPLTD,GRP LIMITED,"183,137.94"
1131,ROTO,ROTO PUMPS LIMITED,"182,903.46"
1132,SYNCOMF,SYNCOM FORMULATIONS (INDIA) LIMITED,"182,712.87"
1133,SIGACHI,SIGACHI INDUSTRIES LIMITED,"182,431.59"
1134,DPSCLTD,DPSC LIMITED,"182,121.08"
1135,MUFIN,MUFIN GREEN FINANCE LIMITED,"181,549.99"
1136,HERANBA,HERANBA INDUSTRIES LIMITED,"181,164.94"
1137,EXCELINDUS,EXCEL INDUSTRIES LIMITED,"181,053.58"
1138,GNA,GNA AXLES LIMITED,"180,968.31"
1139,SUYOG,SUYOG TELEMATICS LIMITED,"180,816.80"
1140,SURYODAY,SURYODAY SMALL FINANCE BANK LIMITED,"180,591.50"
1141,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED,"180,118.79"
1142,ATULAUTO,ATUL AUTO LIMITED,"179,178.34"
1143,GTPL,GTPL HATHWAY LIMITED,"177,814.60"
1144,SADHNANIQ,SADHANA NITROCHEM LIMITED,"177,644.57"
1145,ADORWELD,ADOR WELDING LIMITED,"177,528.63"
1146,PANACEABIO,PANACEA BIOTEC LIMITED,"177,457.02"
1147,SAHASRA,SAHASRA ELECTRONIC SOLUTIONS LIMITED,"177,087.26"
1148,AGARIND,AGARWAL INDUSTRIAL CORPORATION LIMITED,"176,202.75"
1149,DSSL,DYNACONS SYSTEMS & SOLUTIONS LIMITED,"174,272.54"
1150,GODAVARIB,GODAVARI BIOREFINERIES LIMITED,"173,377.51"
1151,BIGBLOC,BIGBLOC CONSTRUCTION LIMITED,"173,372.03"
1152,HIRECT,HIND RECTIFIERS LIMITED,"172,809.95"
1153,SWELECTES,SWELECT ENERGY SYSTEMS LIMITED,"172,294.83"
1154,DCMSRIND,DCM SHRIRAM INDUSTRIES LIMITED,"172,089.94"
1155,BCG,BRIGHTCOM GROUP LIMITED  ,"171,792.42"
1156,WALCHANNAG,WALCHANDNAGAR INDUSTRIES LIMITED,"171,332.97"
1157,IRMENERGY,IRM ENERGY LIMITED,"171,075.14"
1158,BHARATWIRE,BHARAT WIRE ROPES LIMITED,"170,803.20"
1159,PENINLAND,PENINSULA LAND LIMITED,"170,632.04"
1160,INDNIPPON,INDIA NIPPON ELECTRICALS LIMITED,"169,604.04"
1161,KOKUYOCMLN,KOKUYO CAMLIN LIMITED,"169,341.32"
1162,ARMANFIN,ARMAN FINANCIAL SERVICES LIMITED,"169,134.90"
1163,MADRASFERT,MADRAS FERTILIZERS LIMITED,"168,551.34"
1164,ZOTA,ZOTA HEALTH CARE LIMITED,"168,371.14"
1165,BOROSCI,BOROSIL SCIENTIFIC LIMITED,"167,762.34"
1166,SPIC,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED,"167,209.40"
1167,OAL,ORIENTAL AROMATICS LIMITED,"167,160.25"
1168,NDRAUTO,NDR AUTO COMPONENTS LIMITED,"166,776.65"
1169,HIMATSEIDE,HIMATSINGKA SEIDE LIMITED,"166,499.68"
1170,HITECHGEAR,THE HI-TECH GEARS LIMITED,"166,244.47"
1171,OMINFRAL,OM INFRA LIMITED,"166,075.92"
1172,BETA,BETA DRUGS LIMITED,"165,434.53"
1173,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED,"164,703.62"
1174,AMNPLST,AMINES & PLASTICIZERS LIMITED,"164,266.14"
1175,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LIMITED,"163,771.01"
1176,DYCL,DYNAMIC CABLES LIMITED,"163,176.17"
1177,BCLIND,BCL INDUSTRIES LIMITED,"163,063.86"
1178,RML,RANE (MADRAS) LIMITED,"162,899.55"
1179,MSPL,MSP STEEL & POWER LIMITED,"162,897.79"
1180,ASALCBR,ASSOCIATED ALCOHOLS & BREWERIES LIMITED,"162,789.64"
1181,EVERESTIND,EVEREST INDUSTRIES LIMITED,"162,040.44"
1182,CEWATER,CONCORD ENVIRO SYSTEMS LIMITED,"160,419.95"
1183,MONTECARLO,MONTE CARLO FASHIONS LIMITED,"160,133.39"
1184,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LIMITED,"159,057.96"
1185,ALLDIGI,ALLDIGI TECH LIMITED,"158,720.17"
1186,BUTTERFLY,BUTTERFLY GANDHIMATHI APPLIANCES LIMITED,"158,581.33"
1187,EIMCOELECO,EIMCO ELECON (INDIA) LIMITED,"157,719.69"
1188,SMCGLOBAL,SMC GLOBAL SECURITIES LIMITED,"157,646.37"
1189,5PAISA,5PAISA CAPITAL LIMITED,"157,536.54"
1190,MATRIMONY,MATRIMONY.COM LIMITED,"157,107.72"
1191,YUKEN,YUKEN INDIA LIMITED,"156,426.21"
1192,IMPAL,INDIA MOTOR PARTS AND ACCESSORIES LIMITED,"156,064.03"
1193,LIKHITHA,LIKHITHA INFRASTRUCTURE LIMITED,"155,986.87"
1194,KABRAEXTRU,KABRA EXTRUSION TECHNIK LIMITED,"154,742.31"
1195,SUBEXLTD,SUBEX LIMITED,"154,379.98"
1196,FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,"154,212.12"
1197,SPORTKING,SPORTKING INDIA LIMITED,"153,657.35"
1198,TECHLABS,TRIDENT TECHLABS LIMITED,"153,646.90"
1199,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LIMITED,"151,578.71"
1200,STEELCAS,STEELCAST LIMITED,"151,145.33"
1201,WINDMACHIN,WINDSOR MACHINES LIMITED,"150,422.45"
1202,CENTRUM,CENTRUM CAPITAL LIMITED,"150,359.52"
1203,VINCOFE,VINTAGE COFFEE AND BEVERAGES LIMITED,"149,963.23"
1204,ARIHANTSUP,ARIHANT SUPERSTRUCTURES LIMITED,"149,856.83"
1205,DVL,DHUNSERI VENTURES LIMITED,"149,793.37"
1206,CLSEL,CHAMAN LAL SETIA EXPORTS LIMITED,"149,573.25"
1207,HEXATRADEX,HEXA TRADEX LIMITED,"148,397.10"
1208,TNPL,TAMIL NADU NEWSPRINT & PAPERS LIMITED,"147,972.37"
1209,RICOAUTO,RICO AUTO INDUSTRIES LIMITED,"147,760.32"
1210,MAMATA,MAMATA MACHINERY LIMITED,"147,406.46"
1211,RAMCOSYS,RAMCO SYSTEMS LIMITED,"147,084.59"
1212,SHANKARA,SHANKARA BUILDING PRODUCTS LIMITED,"146,949.66"
1213,ORIENTTECH,ORIENT TECHNOLOGIES LIMITED,"146,631.27"
1214,PVSL,POPULAR VEHICLES AND SERVICES LIMITED,"145,979.93"
1215,PUNJABCHEM,PUNJAB CHEMICALS & CROP PROTECTION LIMITED,"145,802.59"
1216,ASIANENE,ASIAN ENERGY SERVICES LIMITED,"145,758.90"
1217,GPTHEALTH,GPT HEALTHCARE LIMITED,"145,707.55"
1218,ANDHRSUGAR,THE ANDHRA SUGARS LIMITED,"145,429.04"
1219,SOLEX,SOLEX ENERGY LIMITED,"145,380.06"
1220,KRISHANA,KRISHANA PHOSCHEM LIMITED,"145,002.09"
1221,AGIIL,AGI INFRA LIMITED,"144,897.46"
1222,KELLTONTEC,KELLTON TECH SOLUTIONS LIMITED,"144,264.93"
1223,JGCHEM,J.G.CHEMICALS LIMITED,"144,000.76"
1224,RISHABH,RISHABH INSTRUMENTS LIMITED,"143,819.18"
1225,ACLGATI,ALLCARGO GATI LIMITED,"143,639.48"
1226,CENTENKA,CENTURY ENKA LIMITED,"143,466.29"
1227,VIMTALABS,VIMTA LABS LIMITED,"143,453.99"
1228,KAMDHENU,KAMDHENU LIMITED,"143,167.04"
1229,VASCONEQ,VASCON ENGINEERS LIMITED,"143,125.25"
1230,BESTAGRO,BEST AGROLIFE LIMITED,"143,035.76"
1231,REMUS,REMUS PHARMACEUTICALS LIMITED,"142,286.02"
1232,ADSL,ALLIED DIGITAL SERVICES LIMITED,"141,691.90"
1233,SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LIMITED,"141,675.38"
1234,KERNEX,KERNEX MICROSYSTEMS (INDIA) LIMITED,"141,273.75"
1235,LINCOLN,LINCOLN PHARMACEUTICALS LIMITED,"141,260.69"
1236,SPCENET,SPACENET ENTERPRISES INDIA LIMITED,"140,967.45"
1237,WEALTH,WEALTH FIRST PORTFOLIO MANAGERS LIMITED,"140,910.22"
1238,SIGNPOST,SIGNPOST INDIA LIMITED,"140,351.43"
1239,ONEPOINT,ONE POINT ONE SOLUTIONS LIMITED,"140,341.69"
1240,VLEGOV,VL E GOVERNANCE & IT SOLUTIONS LIMITED,"139,244.60"
1241,MACPOWER,MACPOWER CNC MACHINES LIMITED,"139,014.39"
1242,HERCULES,HERCULES HOISTS LIMITED,"138,613.82"
1243,VHL,VARDHMAN HOLDINGS LIMITED,"137,977.17"
1244,TVTODAY,TV TODAY NETWORK LIMITED,"137,840.56"
1245,MANALIPETC,MANALI PETROCHEMICALS LIMITED,"137,367.46"
1246,CAPITALSFB,CAPITAL SMALL FINANCE BANK LIMITED,"136,860.67"
1247,BLISSGVS,BLISS GVS PHARMA LIMITED,"136,730.48"
1248,ESTER,ESTER INDUSTRIES LIMITED,"136,479.63"
1249,WCIL,WESTERN CARRIERS (INDIA) LIMITED,"135,373.09"
1250,CHEMFAB,CHEMFAB ALKALIS LIMITED,"135,213.69"
1251,GRMOVER,GRM OVERSEAS LIMITED,"134,690.43"
1252,SAURASHCEM,SAURASHTRA CEMENT LIMITED,"134,589.61"
1253,RGL,RENAISSANCE GLOBAL LIMITED,"134,234.32"
1254,KROSS,KROSS LIMITED,"134,197.36"
1255,SPMLINFRA,SPML INFRA LIMITED,"132,645.61"
1256,DHAMPURSUG,DHAMPUR SUGAR MILLS LIMITED,"132,601.52"
1257,NGLFINE,NGL FINE-CHEM LIMITED,"132,480.69"
1258,XCHANGING,XCHANGING SOLUTIONS LIMITED,"132,298.99"
1259,KECL,KIRLOSKAR ELECTRIC COMPANY LIMITED,"132,042.82"
1260,CREST,CREST VENTURES LIMITED,"132,025.84"
1261,KOPRAN,KOPRAN LIMITED,"131,942.55"
1262,SELAN,SELAN EXPLORATION TECHNOLOGY LIMITED,"131,128.83"
1263,MUKKA,MUKKA PROTEINS LIMITED,"130,650.71"
1264,AVADHSUGAR,AVADH SUGAR & ENERGY LIMITED,"130,596.52"
1265,HLVLTD,HLV LIMITED,"130,265.05"
1266,SATINDLTD,SAT INDUSTRIES LIMITED,"130,055.29"
1267,AVTNPL,AVT NATURAL PRODUCTS LIMITED,"129,635.50"
1268,RAJRILTD,RAJ RAYON INDUSTRIES LIMITED,"129,630.77"
1269,PPL,PRAKASH PIPES LIMITED,"129,232.01"
1270,VLSFINANCE,VLS FINANCE LIMITED,"128,383.32"
1271,DWARKESH,DWARIKESH SUGAR INDUSTRIES LIMITED,"127,920.08"
1272,SNOWMAN,SNOWMAN LOGISTICS LIMITED,"127,892.47"
1273,RKSWAMY,R K SWAMY LIMITED,"127,457.76"
1274,PDMJEPAPER,PUDUMJEE PAPER PRODUCTS LIMITED,"127,340.53"
1275,GULPOLY,GULSHAN POLYOLS LIMITED,"126,992.90"
1276,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LIMITED,"126,585.95"
1277,INDOAMIN,INDO AMINES LIMITED,"126,449.38"
1278,SANDESH,THE SANDESH LIMITED,"126,373.83"
1279,ASAL,AUTOMOTIVE STAMPINGS AND ASSEMBLIES LIMITED,"125,747.44"
1280,CONTROLPR,CONTROL PRINT LIMITED,"125,423.18"
1281,SAHANA,SAHANA SYSTEM LIMITED,"125,185.24"
1282,ELECTHERM,ELECTROTHERM (INDIA) LIMITED,"124,908.70"
1283,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LIMITED,"124,520.06"
1284,OSWALGREEN,OSWAL GREENTECH LIMITED,"124,422.00"
1285,STEELXIND,STEEL EXCHANGE INDIA LIMITED,"124,418.27"
1286,KUANTUM,KUANTUM PAPERS LIMITED,"124,274.77"
1287,GICHSGFIN,GIC HOUSING FINANCE LIMITED,"124,201.24"
1288,GALAPREC,GALA PRECISION ENGINEERING LIMITED,"124,043.12"
1289,UTTAMSUGAR,UTTAM SUGAR MILLS LIMITED,"123,333.84"
1290,ICEMAKE,ICE MAKE REFRIGERATION LIMITED,"123,291.89"
1291,HEUBACHIND,HEUBACH COLORANTS INDIA LIMITED,"123,130.49"
1292,RADHIKAJWE,RADHIKA JEWELTECH LIMITED,"122,361.22"
1293,NDTV,NEW DELHI TELEVISION LIMITED,"122,250.06"
1294,DIFFNKG,DIFFUSION ENGINEERS LIMITED,"122,226.49"
1295,KSOLVES,KSOLVES INDIA LIMITED,"122,079.07"
1296,ARROWGREEN,ARROW GREENTECH LIMITED,"121,141.11"
1297,MVGJL,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED,"120,500.63"
1298,MUFTI,CREDO BRANDS MARKETING LIMITED,"119,953.78"
1299,DHUNINV,DHUNSERI INVESTMENTS LIMITED,"119,699.90"
1300,MAXIND,MAX INDIA LIMITED,"119,344.87"
1301,PAKKA,PAKKA LIMITED,"119,017.55"
1302,ROSSELLIND,ROSSELL INDIA LIMITED,"118,893.82"
1303,CREATIVE,CREATIVE NEWTECH LIMITED,"118,752.91"
1304,KOTHARIPET,KOTHARI PETROCHEMICALS LIMITED,"118,215.18"
1305,APTECHT,APTECH LIMITED,"118,176.92"
1306,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LIMITED,"117,955.38"
1307,HARDWYN,HARDWYN INDIA LIMITED,"116,641.93"
1308,NACLIND,NACL INDUSTRIES LIMITED,"116,311.71"
1309,C2C,C2C ADVANCED SYSTEMS LIMITED,"116,007.66"
1310,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,"115,845.58"
1311,NELCAST,NELCAST LIMITED,"115,823.45"
1312,UNIENTER,UNIPHOS ENTERPRISES LIMITED,"115,138.67"
1313,SATIA,SATIA INDUSTRIES LIMITED,"114,231.59"
1314,VILAS,VILAS TRANSCORE LIMITED,"113,787.61"
1315,VINYAS,VINYAS INNOVATIVE TECHNOLOGIES LIMITED,"112,927.94"
1316,MUNJALAU,MUNJAL AUTO INDUSTRIES LIMITED,"111,721.11"
1317,FAZE3Q,FAZE THREE LIMITED,"111,707.20"
1318,ANUHPHR,ANUH PHARMA LIMITED,"109,923.54"
1319,BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,"109,859.03"
1320,ATL,ALLCARGO TERMINALS LIMITED,"109,809.71"
1321,MAGADSUGAR,MAGADH SUGAR & ENERGY LIMITED,"109,755.23"
1322,BLAL,BEML LAND ASSETS LIMITED,"109,538.16"
1323,ELIN,ELIN ELECTRONICS LIMITED,"109,521.16"
1324,GGBL,GANESH GREEN BHARAT LIMITED,"109,198.06"
1325,SHALPAINTS,SHALIMAR PAINTS LIMITED,"109,122.10"
1326,JAYBARMARU,JAY BHARAT MARUTI LIMITED,"109,021.07"
1327,GANESHBE,GANESH BENZOPLAST LIMITED,"108,431.21"
1328,DHARMAJ,DHARMAJ CROP GUARD LIMITED,"108,314.94"
1329,AGSTRA,AGS TRANSACT TECHNOLOGIES LIMITED,"108,150.58"
1330,BASILIC,BASILIC FLY STUDIO LIMITED,"107,964.28"
1331,SUTLEJTEX,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,"107,922.62"
1332,TREL,TRANSINDIA REAL ESTATE LIMITED,"107,215.87"
1333,NAHARSPING,NAHAR SPINNING MILLS LIMITED,"106,956.38"
1334,VALIANTORG,VALIANT ORGANICS LIMITED,"106,617.32"
1335,ZEEMEDIA,ZEE MEDIA CORPORATION LIMITED,"106,598.36"
1336,ZUARIIND,ZUARI INDUSTRIES LIMITED,"105,888.06"
1337,SARTELE,SAR TELEVENTURE LIMITED,"105,107.59"
1338,INFOBEAN,INFOBEANS TECHNO. LIMITED,"105,076.85"
1339,AIMTRON,AIMTRON ELECTRONICS LIMITED,"104,995.27"
1340,URJA,URJA GLOBAL LIMITED,"104,861.73"
1341,STCINDIA,THE STATE TRADING CORPORATION OF INDIA LIMITED,"104,637.10"
1342,KRYSTAL,KRYSTAL INTEGRATED SERVICES LIMITED,"103,912.51"
1343,GANDHITUBE,GANDHI SPECIAL TUBES LIMITED,"103,126.65"
1344,CELLECOR,CELLECOR GADGETS LIMITED,"102,318.84"
1345,SSEGL,SATHLOKHAR SYNERGYS E&C GLOBAL LIMITED,"102,165.60"
1346,THEINVEST,THE INVESTMENT TRUST OF INDIA LIMITED,"101,483.95"
1347,KAMOPAINTS,KAMDHENU VENTURES LIMITED,"100,883.01"
1348,SASTASUNDR,SASTASUNDAR VENTURES LIMITED,"100,869.83"
1349,DENTALKART,VASA DENTICITY LIMITED,"100,788.98"
1350,KRITI,KRITI INDUSTRIES (INDIA) LIMITED,"100,560.59"
1351,KRISHNADEF,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED,"100,422.52"
1352,ARIHANTCAP,ARIHANT CAPITAL MARKETS LIMITED,"100,240.05"
1353,NINSYS,NINTEC SYSTEMS LIMITED,"100,218.63"
1354,EMKAYTOOLS,EMKAY TAPS AND CUTTING TOOLS LIMITED,"99,823.70"
1355,AYMSYNTEX,AYM SYNTEX LIMITED,"99,675.34"
1356,NCLIND,NCL INDUSTRIES LIMITED,"99,526.50"
1357,ENIL,ENTERTAINMENT NETWORK (INDIA) LIMITED,"99,204.14"
1358,APS,AUSTRALIAN PREMIUM SOLAR (INDIA) LIMITED,"99,167.73"
1359,RSWM,RSWM LIMITED,"98,910.43"
1360,ASIANTILES,ASIAN GRANITO INDIA LIMITED,"98,441.28"
1361,ORIENTPPR,ORIENT PAPER & INDUSTRIES LIMITED,"98,237.32"
1362,KOTYARK,KOTYARK INDUSTRIES LIMITED,"98,181.38"
1363,BODALCHEM,BODAL CHEMICALS LIMITED,"97,883.43"
1364,DHANBANK,DHANLAXMI BANK LIMITED,"97,396.40"
1365,BIRLAMONEY,ADITYA BIRLA MONEY LIMITED,"97,381.86"
1366,INNOVANA,INNOVANA THINKLABS LIMITED,"97,206.61"
1367,GVKPIL,GVK POWER & INFRASTRUCTURE LIMITED,"96,853.38"
1368,GHCLTEXTIL,GHCL TEXTILES LIMITED,"96,590.73"
1369,SICALLOG,SICAL LOGISTICS LIMITED,"96,417.82"
1370,RATNAVEER,RATNAVEER PRECISION ENGINEERING LIMITED,"96,258.11"
1371,SHIVALIK,SHIVALIK RASAYAN LIMITED,"95,941.32"
1372,AMBIKCO,AMBIKA COTTON MILLS LIMITED,"95,914.08"
1373,GFLLIMITED,GFL LIMITED,"95,849.62"
1374,ROHLTD,ROYAL ORCHID HOTELS LIMITED,"95,400.03"
1375,LINC,LINC LIMITED,"95,058.96"
1376,PRIMESECU,PRIME SECURITIES LIMITED,"94,916.13"
1377,20MICRONS,20 MICRONS LIMITED,"94,708.75"
1378,RUSHIL,RUSHIL DECOR LIMITED,"94,552.25"
1379,SBC,SBC EXPORTS LIMITED,"94,032.41"
1380,RACLGEAR,RACL GEARTECH LIMITED,"93,983.21"
1381,RITCO,RITCO LOGISTICS LIMITED,"93,822.65"
1382,MINDTECK,MINDTECK (INDIA) LIMITED,"93,641.48"
1383,CHEMCON,CHEMCON SPECIALITY CHEMICALS LIMITED,"93,296.16"
1384,ESFL,ESSEN SPECIALITY FILMS LIMITED,"93,236.67"
1385,SARVESHWAR,SARVESHWAR FOODS LIMITED,"93,130.46"
1386,FILATFASH,FILATEX FASHIONS LIMITED,"92,535.99"
1387,ZODIAC,ZODIAC ENERGY LIMITED,"92,452.24"
1388,SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED,"92,372.53"
1389,GIRIRAJ,GIRIRAJ CIVIL DEVELOPERS LIMITED,"91,352.77"
1390,CSLFINANCE,CSL FINANCE LIMITED,"91,152.36"
1391,ESSARSHPNG,ESSAR SHIPPING LIMITED,"90,922.45"
1392,MALLCOM,MALLCOM (INDIA) LIMITED,"90,893.33"
1393,TRACXN,TRACXN TECHNOLOGIES LIMITED,"90,829.62"
1394,VHLTD,VICEROY HOTELS LIMITED,"90,738.25"
1395,STEL,STEL HOLDINGS LIMITED,"90,661.88"
1396,GARUDA,GARUDA CONSTRUCTION AND ENGINEERING LIMITED,"90,532.95"
1397,VISAKAIND,VISAKA INDUSTRIES LIMITED,"90,296.40"
1398,JAYAGROGN,JAYANT AGRO ORGANICS LIMITED,"89,879.40"
1399,OSWALAGRO,OSWAL AGRO MILLS LIMITED,"89,870.29"
1400,UGARSUGAR,THE UGAR SUGAR WORKS LIMITED,"89,754.82"
1401,ALLETEC,ALL E TECHNOLOGIES LIMITED,"89,496.74"
1402,ELDEHSG,ELDECO HOUSING AND INDUSTRIES LIMITED,"89,483.19"
1403,JPOLYINVST,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,"89,410.17"
1404,ZUARI,ZUARI AGRO CHEMICALS LIMITED,"89,129.06"
1405,DBOL,DHAMPUR BIO ORGANICS LIMITED,"88,955.89"
1406,BHAGERIA,BHAGERIA INDUSTRIES LIMITED,"88,857.92"
1407,DECCANCE,DECCAN CEMENTS LIMITED,"88,215.68"
1408,MMP,MMP INDUSTRIES LIMITED,"87,938.81"
1409,ONWARDTEC,ONWARD TECHNOLOGIES LIMITED,"87,741.29"
1410,RUBYMILLS,THE RUBY MILLS LIMITED,"87,356.48"
1411,FOODSIN,FOODS & INNS LIMITED,"86,701.16"
1412,SJLOGISTIC,S J LOGISTICS (INDIA) LIMITED,"85,827.32"
1413,JINDALPHOT,JINDAL PHOTO LIMITED,"85,621.44"
1414,CAREERP,CAREER POINT LIMITED,"85,180.06"
1415,RADIANTCMS,RADIANT CASH MANAGEMENT SERVICES LIMITED,"85,078.47"
1416,ONMOBILE,ONMOBILE GLOBAL LIMITED,"84,993.19"
1417,REPRO,REPRO INDIA LIMITED,"84,975.75"
1418,COFFEEDAY,COFFEE DAY ENTERPRISES LIMITED,"84,911.97"
1419,SHREEPUSHK,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED,"84,654.85"
1420,GEECEE,GEECEE VENTURES LIMITED,"83,967.98"
1421,VMARCIND,V MARC INDIA LIMITED,"83,753.99"
1422,GSLSU,GLOBAL SURFACES LIMITED,"83,636.89"
1423,SAKUMA,SAKUMA EXPORTS LIMITED,"83,522.57"
1424,HPAL,HP ADHESIVES LIMITED,"83,335.93"
1425,SUKHJITS,SUKHJIT STARCH & CHEMICALS LIMITED,"82,968.29"
1426,TIRUPATI,SHREE TIRUPATI BALAJEE FIBC LIMITED,"82,879.73"
1427,MAANALU,MAAN ALUMINIUM LIMITED,"82,736.45"
1428,GLOSTERLTD,GLOSTER LIMITED,"82,725.92"
1429,LIBERTSHOE,LIBERTY SHOES LIMITED,"82,706.07"
1430,SPENCERS,SPENCER'S RETAIL LIMITED,"82,558.69"
1431,NECLIFE,NECTAR LIFESCIENCES LIMITED,"82,428.72"
1432,ACL,ANDHRA CEMENTS LIMITED,"82,305.77"
1433,TPLPLASTEH,TPL PLASTECH LIMITED,"82,275.77"
1434,SARLAPOLY,SARLA PERFORMANCE FIBERS LIMITED,"82,161.25"
1435,WSI,W S INDUSTRIES (I) LIMITED,"82,123.71"
1436,FOCUS,FOCUS LIGHTING AND FIXTURES LIMITED,"82,072.78"
1437,TNPETRO,TAMILNADU PETROPRODUCTS LIMITED,"81,454.67"
1438,CHEVIOT,CHEVIOT COMPANY LIMITED,"81,147.56"
1439,TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,"81,026.96"
1440,CHEMBOND,CHEMBOND CHEMICALS LIMITED,"80,955.49"
1441,RBL,RANE BRAKE LINING LIMITED,"80,946.90"
1442,KDL,KORE DIGITAL LIMITED,"80,264.54"
1443,HINDCOMPOS,HINDUSTAN COMPOSITES LIMITED,"80,070.66"
1444,SPECIALITY,SPECIALITY RESTAURANTS LIMITED,"79,654.55"
1445,DENORA,DE NORA INDIA LIMITED,"79,570.46"
1446,DBEIL,DEEPAK BUILDERS & ENGINEERS INDIA LIMITED,"79,532.05"
1447,SURAJLTD,SURAJ LIMITED,"79,126.80"
1448,DIGISPICE,DIGISPICE TECHNOLOGIES LIMITED,"79,102.84"
1449,APEX,APEX FROZEN FOODS LIMITED,"79,006.15"
1450,ALBERTDAVD,ALBERT DAVID LIMITED,"78,384.74"
1451,SCHAND,S CHAND AND COMPANY LIMITED,"78,333.68"
1452,TAC,TAC INFOSEC LIMITED,"77,819.80"
1453,TOLINS,TOLINS TYRES LIMITED,"77,700.94"
1454,MANBA,MANBA FINANCE LIMITED,"77,650.35"
1455,NDL,NANDAN DENIM LIMITED,"77,263.80"
1456,PARSVNATH,PARSVNATH DEVELOPERS LIMITED,"77,198.38"
1457,WANBURY,WANBURY LIMITED,"76,845.77"
1458,VRAJ,VRAJ IRON AND STEEL LIMITED,"76,609.15"
1459,VIKASLIFE,VIKAS LIFECARE LIMITED,"76,309.68"
1460,CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LIMITED,"76,101.06"
1461,BIL,BHARTIYA INTERNATIONAL LIMITED,"76,006.25"
1462,PASHUPATI,PASHUPATI COTSPIN LIMITED,"75,496.90"
1463,INDSWFTLAB,IND-SWIFT LABORATORIES LIMITED,"75,410.17"
1464,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,"75,321.96"
1465,KHAICHEM,KHAITAN CHEMICALS & FERTILIZERS LIMITED,"75,194.96"
1466,PVP,PVP VENTURES LIMITED,"75,143.00"
1467,ANNAPURNA,ANNAPURNA SWADISHT LIMITED,"75,058.74"
1468,JAYBEE,JAY BEE LAMINATIONS LIMITED,"74,726.14"
1469,AFFORDABLE,AFFORDABLE ROBOTIC & AUTOMATION LIMITED,"74,704.40"
1470,PLASTIBLEN,PLASTIBLENDS INDIA LIMITED,"74,671.20"
1471,BIRLACABLE,BIRLA CABLE LIMITED,"74,083.67"
1472,RPPINFRA,R.P.P. INFRA PROJECTS LIMITED,"73,891.18"
1473,RBMINFRA,RBM INFRACON LIMITED,"73,118.83"
1474,EMAMIPAP,EMAMI PAPER MILLS LIMITED,"73,033.35"
1475,INDOTHAI,INDO THAI SECURITIES LIMITED,"72,059.76"
1476,VISHNUINFR,VISHNUSURYA PROJECTS AND INFRA LIMITED,"72,011.12"
1477,RVTH,REVATHI EQUIPMENT INDIA LIMITED,"71,692.31"
1478,NRL,NUPUR RECYCLERS LIMITED,"71,577.49"
1479,FOCE,FOCE INDIA LIMITED,"71,264.48"
1480,TVSELECT,TVS ELECTRONICS LIMITED,"71,081.99"
